id,best_practice
39,"{""version"": 1, ""sections"": [{""heading"": ""Publisher overview"", ""items"": [""Publisher type: direct publisher (direct)."", ""Digital channels enabled: Digital Display, Digital Audio, Digital Video, BVOD (Broadcaster Video On Demand), Search, Social Media, Programmatic Display, Programmatic Video, Programmatic BVOD, Programmatic Audio, Programmatic OOH (DOOH), Influencers."", ""Direct publisher - Assembled typically buys via insertion order, PMP or programmatic guaranteed deals negotiated with the publisher/sales house.""]}, {""heading"": ""Digital Display"", ""items"": [""Cost-efficient reach, always-on presence and retargeting; strong for warm site/CRM audiences but a low-CTR, largely view-through channel for prospecting."", ""Traffic the full IAB suite (300x250, 728x90, 300x600, 320x50, 320x100) with responsive HTML5 plus static fallbacks; split prospecting and retargeting into separate line items with their own creative, caps and measurement."", ""Lean on contextual, first-party and PMP audiences as third-party cookies deprecate, target viewability above 70% verified independently (DV/IAS), and cap frequency (~3/day) to control cost.""]}, {""heading"": ""Digital Audio"", ""items"": [""Upper-funnel reach and frequency channel for screen-free moments across streaming music, radio streaming and podcasts; not a direct-response workhorse on its own."", ""Write audio-first 15s/30s spots with an early brand mention and single spoken CTA, always attach a clickable companion banner, and use a consistent sonic/audio logo for recall."", ""Note billing differs by partner (Spotify bills CPCL/completed listens vs CPM elsewhere) so normalise before comparing; cap frequency across the buy and triangulate measurement with pixels, promo codes and lift studies.""]}, {""heading"": ""Digital Video"", ""items"": [""Sight-sound-motion storytelling for awareness and consideration, and a way to extend TV/BVOD reach into lighter and younger, digital-first viewers."", ""Choose format by goal (6s bumpers for reach, skippable in-stream for consideration, 15s non-skippable for a guaranteed message), front-load branding in the first 5 seconds, and supply vertical/square cuts - not just a 16:9 master."", ""Buy skippable on CPV and bumpers/non-skippable on CPM; judge on viewable completion rate (VTR/VCR) verified by DV/IAS, not out-of-view or muted auto-play completions.""]}, {""heading"": ""BVOD (Broadcaster Video On Demand)"", ""items"": [""Premium, brand-safe, full-screen non-skippable TV-quality reach in a lean-back environment (AU players: 7plus, 9Now, 10 Play, SBS On Demand); an upper-funnel channel, not click-driven."", ""Use broadcaster first-party login data for demo/geo/genre targeting, supply broadcast-grade 15s/30s masters, and prioritise big-screen/CTV delivery where co-viewing and impact are highest."", ""Traded on CPCV (guaranteed completed views); the biggest risk is over-delivery, so enforce cross-device, cross-broadcaster frequency capping at plan level rather than trusting each publisher's siloed cap.""]}, {""heading"": ""Search"", ""items"": [""Harvests existing high-intent demand rather than creating awareness; always run a brand campaign to defend the SERP, and keep brand and non-brand in separate campaigns so blended CPA/ROAS never flatters non-brand."", ""Use Responsive Search Ads (12-15 headlines, 4 descriptions, minimal pinning) with all extensions populated, and maintain a rigorous negative-keyword list reviewed weekly."", ""Match bid strategy to goal (tCPA lead-gen, tROAS ecommerce), give Smart Bidding ~30+ conversions/30 days before tightening targets, and judge on CPA/conversions or ROAS/revenue - CTR and CPC are diagnostics only.""]}, {""heading"": ""Social Media"", ""items"": [""Works across the funnel but pick platforms by where the audience genuinely is; lead with broad targeting plus strong creative and let the algorithm find buyers rather than over-narrowing interests."", ""Design creative per placement (9:16 vertical for Reels/Stories/TikTok, 1:1 or 4:5 in-feed), built for sound-off with captions and a hook in the first 1-2 seconds; ship multiple variants per ad set."", ""Implement CAPI (server-side) to recover post-iOS signal, consolidate ad sets to exit learning (~50 events/ad set/week), and reconcile in-platform ROAS against GA4/CRM and incrementality.""]}, {""heading"": ""Programmatic Display"", ""items"": [""Scaled, automated, data-driven display bought from one DSP across many publishers, with the key advantage of cross-publisher frequency deduplication and centralised optimisation."", ""Split prospecting and retargeting into separate line items, weight the PMP-vs-open-exchange mix to brand-safety needs, and apply supply-path optimisation to cut hidden reseller fees."", ""Use pre-bid viewability and brand-safety segments, target viewability above 70% verified by DV/IAS (not DSP-reported), and validate incrementality rather than crediting every view-through.""]}, {""heading"": ""Programmatic Video"", ""items"": [""Scaled, automated video across web, in-app and CTV with centralised audience targeting and cross-publisher frequency control; deploy for awareness/consideration where viewable completed views are the goal."", ""Match format to goal (6s bumpers, skippable, 15s non-skippable), front-load brand in the first 5 seconds, and supply vertical/square cuts with correct VAST specs per exchange."", ""Buy skippable on CPV/CPCV and bumpers on CPM, optimise to viewable completion rather than cheap CPM, and watch for auto-play/muted or fraudulent completions inflating VCR on cheap supply.""]}, {""heading"": ""Programmatic BVOD"", ""items"": [""Buys premium AU BVOD inventory (7plus, 9Now, 10 Play, SBS On Demand) programmatically via PMP/PG, adding DSP-level audience and frequency management to full-screen non-skippable TV-quality reach."", ""Access broadcaster first-party data through PMP deals for demo/geo/genre targeting, supply broadcast-grade 15s/30s masters, and prioritise big-screen/CTV for impact and co-viewing."", ""Traded on CPCV; enforce a single plan-level cross-broadcaster frequency cap in the DSP - over-delivery is the biggest risk when broadcasters cap in isolation.""]}, {""heading"": ""Programmatic Audio"", ""items"": [""Digital audio bought at scale programmatically across streaming, radio streaming and podcast SSPs from one DSP, with centralised frequency management; still an upper-funnel channel."", ""Target by demo/genre/mood/daypart and first-party segments, attach companion banners with a verbal CTA, and separate scalable dynamically-inserted streaming spots from premium host-reads (direct/PMP)."", ""Streaming/podcasts typically trade on CPM while some partners (Spotify) bill CPCL - normalise before comparing; triangulate the immature AU audio measurement with pixels, promo codes and lift studies.""]}, {""heading"": ""Programmatic OOH (DOOH)"", ""items"": [""Flexible, data-triggered DOOH across roadside, retail, transit and place-based screens (oOh!media, JCDecaux, QMS inventory) bought via a DSP/SSP; enables dayparting, triggers and dynamic creative that classic OOH lacks."", ""Plan and value audiences against MOVE 2.0 (Visibility Adjusted Contacts), build creative to each screen's native resolution/aspect ratio as glance media, and use triggers (weather, location, live data) via DCO."", ""Buy on MOVE-derived impressions, not screen plays (apply the impression multiplier); target attention/dwell (>~2.5s) and measure exposure/footfall and brand lift, not clicks.""]}, {""heading"": ""Influencers"", ""items"": [""AU is a premium influencer market - creator rates typically run ~10-20% above equivalent US rates, so brief and budget accordingly and confirm deliverables and usage terms up front."", ""Brief on engagement rate by tier (a healthy guide is ~3-7%), mandate clear #ad/disclosure to meet ACMA and AANA rules, and secure whitelisting/creator licensing rights where the content will be used for paid amplification.""]}, {""heading"": ""Publisher-specific notes"", ""items"": [""DoubleVerify is an ad-verification and measurement vendor, not a media owner; it provides pre-bid brand-safety, viewability, fraud/IVT and attention measurement across channels."", ""Use it as the independent verification layer over programmatic and social buys rather than trusting platform/DSP-reported viewability."", ""Apply its pre-bid segments to avoid low-viewability, high-fraud and MFA inventory before bidding.""]}]}"
40,"{""version"": 1, ""sections"": [{""heading"": ""Publisher overview"", ""items"": [""Publisher type: direct publisher (direct)."", ""Digital channels enabled: Digital Display."", ""Offline channels enabled (planned outside this digital best-practice, listed for reference): Newspaper."", ""Direct publisher - Assembled typically buys via insertion order, PMP or programmatic guaranteed deals negotiated with the publisher/sales house.""]}, {""heading"": ""Digital Display"", ""items"": [""Cost-efficient reach, always-on presence and retargeting; strong for warm site/CRM audiences but a low-CTR, largely view-through channel for prospecting."", ""Traffic the full IAB suite (300x250, 728x90, 300x600, 320x50, 320x100) with responsive HTML5 plus static fallbacks; split prospecting and retargeting into separate line items with their own creative, caps and measurement."", ""Lean on contextual, first-party and PMP audiences as third-party cookies deprecate, target viewability above 70% verified independently (DV/IAS), and cap frequency (~3/day) to control cost.""]}]}"
41,"{""version"": 1, ""sections"": [{""heading"": ""Publisher overview"", ""items"": [""Publisher type: direct publisher (direct)."", ""Digital channels enabled: Digital Display, Digital Video."", ""Offline channels enabled (planned outside this digital best-practice, listed for reference): Magazines."", ""Direct publisher - Assembled typically buys via insertion order, PMP or programmatic guaranteed deals negotiated with the publisher/sales house.""]}, {""heading"": ""Digital Display"", ""items"": [""Cost-efficient reach, always-on presence and retargeting; strong for warm site/CRM audiences but a low-CTR, largely view-through channel for prospecting."", ""Traffic the full IAB suite (300x250, 728x90, 300x600, 320x50, 320x100) with responsive HTML5 plus static fallbacks; split prospecting and retargeting into separate line items with their own creative, caps and measurement."", ""Lean on contextual, first-party and PMP audiences as third-party cookies deprecate, target viewability above 70% verified independently (DV/IAS), and cap frequency (~3/day) to control cost.""]}, {""heading"": ""Digital Video"", ""items"": [""Sight-sound-motion storytelling for awareness and consideration, and a way to extend TV/BVOD reach into lighter and younger, digital-first viewers."", ""Choose format by goal (6s bumpers for reach, skippable in-stream for consideration, 15s non-skippable for a guaranteed message), front-load branding in the first 5 seconds, and supply vertical/square cuts - not just a 16:9 master."", ""Buy skippable on CPV and bumpers/non-skippable on CPM; judge on viewable completion rate (VTR/VCR) verified by DV/IAS, not out-of-view or muted auto-play completions.""]}, {""heading"": ""Publisher-specific notes"", ""items"": [""Are Media is Australia's largest publisher of women's premium content (e.g. marie claire, Women's Weekly, Better Homes and Gardens) across magazines and digital."", ""Its strength is engaged female audiences at scale and trusted lifestyle editorial context; strong for beauty, FMCG, home, food and lifestyle brands."", ""Content integration in its titles' voice carries credibility - co-develop and disclose sponsorship clearly.""]}]}"
42,"{""version"": 1, ""sections"": [{""heading"": ""Publisher overview"", ""items"": [""Publisher type: direct publisher (direct)."", ""No digital channels enabled for this record."", ""Offline channels enabled (planned outside this digital best-practice, listed for reference): Out-of-Home (OOH)."", ""Direct publisher - Assembled typically buys via insertion order, PMP or programmatic guaranteed deals negotiated with the publisher/sales house.""]}]}"
43,"{""version"": 1, ""sections"": [{""heading"": ""Publisher overview"", ""items"": [""Publisher type: direct publisher (direct)."", ""No digital channels enabled for this record."", ""Offline channels enabled (planned outside this digital best-practice, listed for reference): Out-of-Home (OOH)."", ""Direct publisher - Assembled typically buys via insertion order, PMP or programmatic guaranteed deals negotiated with the publisher/sales house.""]}, {""heading"": ""Publisher-specific notes"", ""items"": [""oOh!media is Australia's largest OOH operator, spanning roadside, retail, street furniture, transit, airports and office/fly networks."", ""Plan and value on MOVE 2.0 impressions (Visibility Adjusted Contacts), not screen plays; its digital screens support programmatic DOOH with dayparting and dynamic creative."", ""Retail/Reach networks put screens close to point-of-purchase - strong for shopper and FMCG activation; build glance-media creative to native specs.""]}]}"
44,"{""version"": 1, ""sections"": [{""heading"": ""Publisher overview"", ""items"": [""Publisher type: internal biddable seat (internal_biddable)."", ""Digital channels enabled: Social Media."", ""Internal biddable seat - Assembled activates this in-house through a self-serve/DSP or auction-based platform rather than an insertion order.""]}, {""heading"": ""Social Media"", ""items"": [""Works across the funnel but pick platforms by where the audience genuinely is; lead with broad targeting plus strong creative and let the algorithm find buyers rather than over-narrowing interests."", ""Design creative per placement (9:16 vertical for Reels/Stories/TikTok, 1:1 or 4:5 in-feed), built for sound-off with captions and a hook in the first 1-2 seconds; ship multiple variants per ad set."", ""Implement CAPI (server-side) to recover post-iOS signal, consolidate ad sets to exit learning (~50 events/ad set/week), and reconcile in-platform ROAS against GA4/CRM and incrementality.""]}, {""heading"": ""Publisher-specific notes"", ""items"": [""Pinterest is a discovery/high-intent visual-search platform; strong for retail, home, fashion, food and DIY where users actively plan purchases."", ""Lower-funnel intent skews higher than typical social; use keyword and interest targeting plus shopping/product feeds."", ""Ship vertical, clean, aspirational creative built for a browse-and-save mindset.""]}]}"
45,"{""version"": 1, ""sections"": [{""heading"": ""Publisher overview"", ""items"": [""Publisher type: internal biddable seat (internal_biddable)."", ""Digital channels enabled: Programmatic Display, Programmatic Video."", ""Internal biddable seat - Assembled activates this in-house through a self-serve/DSP or auction-based platform rather than an insertion order.""]}, {""heading"": ""Programmatic Display"", ""items"": [""Scaled, automated, data-driven display bought from one DSP across many publishers, with the key advantage of cross-publisher frequency deduplication and centralised optimisation."", ""Split prospecting and retargeting into separate line items, weight the PMP-vs-open-exchange mix to brand-safety needs, and apply supply-path optimisation to cut hidden reseller fees."", ""Use pre-bid viewability and brand-safety segments, target viewability above 70% verified by DV/IAS (not DSP-reported), and validate incrementality rather than crediting every view-through.""]}, {""heading"": ""Programmatic Video"", ""items"": [""Scaled, automated video across web, in-app and CTV with centralised audience targeting and cross-publisher frequency control; deploy for awareness/consideration where viewable completed views are the goal."", ""Match format to goal (6s bumpers, skippable, 15s non-skippable), front-load brand in the first 5 seconds, and supply vertical/square cuts with correct VAST specs per exchange."", ""Buy skippable on CPV/CPCV and bumpers on CPM, optimise to viewable completion rather than cheap CPM, and watch for auto-play/muted or fraudulent completions inflating VCR on cheap supply.""]}]}"
46,"{""version"": 1, ""sections"": [{""heading"": ""Publisher overview"", ""items"": [""Publisher type: direct publisher (direct)."", ""Digital channels enabled: Digital Video, Content Integration & Sponsorship."", ""Direct publisher - Assembled typically buys via insertion order, PMP or programmatic guaranteed deals negotiated with the publisher/sales house.""]}, {""heading"": ""Digital Video"", ""items"": [""Sight-sound-motion storytelling for awareness and consideration, and a way to extend TV/BVOD reach into lighter and younger, digital-first viewers."", ""Choose format by goal (6s bumpers for reach, skippable in-stream for consideration, 15s non-skippable for a guaranteed message), front-load branding in the first 5 seconds, and supply vertical/square cuts - not just a 16:9 master."", ""Buy skippable on CPV and bumpers/non-skippable on CPM; judge on viewable completion rate (VTR/VCR) verified by DV/IAS, not out-of-view or muted auto-play completions.""]}, {""heading"": ""Content Integration & Sponsorship"", ""items"": [""Embeds the brand naturally within trusted editorial, entertainment or talent-led content; a considered, longer-lead investment for credibility and engagement, not an always-on performance lever."", ""Select the partner/talent for editorial and audience alignment, co-develop creative in the publisher's voice with clear guardrails, and negotiate repurposing rights up front to extend value."", ""Bought on fixed-cost/bespoke packages with no standard in-flight KPI; measure on reach, engagement and brand lift, and ensure sponsored content is clearly disclosed to meet ACMA and AANA rules.""]}]}"
47,"{""version"": 1, ""sections"": [{""heading"": ""Publisher overview"", ""items"": [""Publisher type: direct publisher (direct)."", ""Digital channels enabled: Digital Display, Digital Video, Programmatic Display, Programmatic Video, Programmatic BVOD."", ""Direct publisher - Assembled typically buys via insertion order, PMP or programmatic guaranteed deals negotiated with the publisher/sales house.""]}, {""heading"": ""Digital Display"", ""items"": [""Cost-efficient reach, always-on presence and retargeting; strong for warm site/CRM audiences but a low-CTR, largely view-through channel for prospecting."", ""Traffic the full IAB suite (300x250, 728x90, 300x600, 320x50, 320x100) with responsive HTML5 plus static fallbacks; split prospecting and retargeting into separate line items with their own creative, caps and measurement."", ""Lean on contextual, first-party and PMP audiences as third-party cookies deprecate, target viewability above 70% verified independently (DV/IAS), and cap frequency (~3/day) to control cost.""]}, {""heading"": ""Digital Video"", ""items"": [""Sight-sound-motion storytelling for awareness and consideration, and a way to extend TV/BVOD reach into lighter and younger, digital-first viewers."", ""Choose format by goal (6s bumpers for reach, skippable in-stream for consideration, 15s non-skippable for a guaranteed message), front-load branding in the first 5 seconds, and supply vertical/square cuts - not just a 16:9 master."", ""Buy skippable on CPV and bumpers/non-skippable on CPM; judge on viewable completion rate (VTR/VCR) verified by DV/IAS, not out-of-view or muted auto-play completions.""]}, {""heading"": ""Programmatic Display"", ""items"": [""Scaled, automated, data-driven display bought from one DSP across many publishers, with the key advantage of cross-publisher frequency deduplication and centralised optimisation."", ""Split prospecting and retargeting into separate line items, weight the PMP-vs-open-exchange mix to brand-safety needs, and apply supply-path optimisation to cut hidden reseller fees."", ""Use pre-bid viewability and brand-safety segments, target viewability above 70% verified by DV/IAS (not DSP-reported), and validate incrementality rather than crediting every view-through.""]}, {""heading"": ""Programmatic Video"", ""items"": [""Scaled, automated video across web, in-app and CTV with centralised audience targeting and cross-publisher frequency control; deploy for awareness/consideration where viewable completed views are the goal."", ""Match format to goal (6s bumpers, skippable, 15s non-skippable), front-load brand in the first 5 seconds, and supply vertical/square cuts with correct VAST specs per exchange."", ""Buy skippable on CPV/CPCV and bumpers on CPM, optimise to viewable completion rather than cheap CPM, and watch for auto-play/muted or fraudulent completions inflating VCR on cheap supply.""]}, {""heading"": ""Programmatic BVOD"", ""items"": [""Buys premium AU BVOD inventory (7plus, 9Now, 10 Play, SBS On Demand) programmatically via PMP/PG, adding DSP-level audience and frequency management to full-screen non-skippable TV-quality reach."", ""Access broadcaster first-party data through PMP deals for demo/geo/genre targeting, supply broadcast-grade 15s/30s masters, and prioritise big-screen/CTV for impact and co-viewing."", ""Traded on CPCV; enforce a single plan-level cross-broadcaster frequency cap in the DSP - over-delivery is the biggest risk when broadcasters cap in isolation.""]}, {""heading"": ""Publisher-specific notes"", ""items"": [""Channel Factory is a YouTube/video contextual-suitability and optimisation vendor, not a media owner; it ensures video runs in brand-suitable, relevant content."", ""Use it to improve YouTube/video brand safety and contextual alignment beyond Google's standard controls, and to lift viewable completion on suitable inventory.""]}]}"
48,"{""version"": 1, ""sections"": [{""heading"": ""Publisher overview"", ""items"": [""Publisher type: direct publisher (direct)."", ""Digital channels enabled: Digital Display."", ""Offline channels enabled (planned outside this digital best-practice, listed for reference): Newspaper."", ""Direct publisher - Assembled typically buys via insertion order, PMP or programmatic guaranteed deals negotiated with the publisher/sales house.""]}, {""heading"": ""Digital Display"", ""items"": [""Cost-efficient reach, always-on presence and retargeting; strong for warm site/CRM audiences but a low-CTR, largely view-through channel for prospecting."", ""Traffic the full IAB suite (300x250, 728x90, 300x600, 320x50, 320x100) with responsive HTML5 plus static fallbacks; split prospecting and retargeting into separate line items with their own creative, caps and measurement."", ""Lean on contextual, first-party and PMP audiences as third-party cookies deprecate, target viewability above 70% verified independently (DV/IAS), and cap frequency (~3/day) to control cost.""]}, {""heading"": ""Publisher-specific notes"", ""items"": [""Are Media is Australia's largest women's-content publisher; this record covers its print titles alongside its digital display."", ""Its strength is engaged female audiences and trusted lifestyle editorial - strong for beauty, FMCG, home, food and lifestyle brands."", ""Co-develop any content integration in title voice and disclose sponsorship clearly.""]}]}"
49,"{""version"": 1, ""sections"": [{""heading"": ""Publisher overview"", ""items"": [""Publisher type: direct publisher (direct)."", ""Digital channels enabled: Digital Display, Digital Video."", ""Direct publisher - Assembled typically buys via insertion order, PMP or programmatic guaranteed deals negotiated with the publisher/sales house.""]}, {""heading"": ""Digital Display"", ""items"": [""Cost-efficient reach, always-on presence and retargeting; strong for warm site/CRM audiences but a low-CTR, largely view-through channel for prospecting."", ""Traffic the full IAB suite (300x250, 728x90, 300x600, 320x50, 320x100) with responsive HTML5 plus static fallbacks; split prospecting and retargeting into separate line items with their own creative, caps and measurement."", ""Lean on contextual, first-party and PMP audiences as third-party cookies deprecate, target viewability above 70% verified independently (DV/IAS), and cap frequency (~3/day) to control cost.""]}, {""heading"": ""Digital Video"", ""items"": [""Sight-sound-motion storytelling for awareness and consideration, and a way to extend TV/BVOD reach into lighter and younger, digital-first viewers."", ""Choose format by goal (6s bumpers for reach, skippable in-stream for consideration, 15s non-skippable for a guaranteed message), front-load branding in the first 5 seconds, and supply vertical/square cuts - not just a 16:9 master."", ""Buy skippable on CPV and bumpers/non-skippable on CPM; judge on viewable completion rate (VTR/VCR) verified by DV/IAS, not out-of-view or muted auto-play completions.""]}, {""heading"": ""Publisher-specific notes"", ""items"": [""Quantcast is an AI audience-modelling DSP and measurement vendor, not a media owner; it activates predictive, cookieless-ready audiences across programmatic display and video."", ""Brief it on audience/prospecting outcomes rather than specific placements, and apply independent verification (DV/IAS) and cross-publisher frequency caps.""]}]}"
50,"{""version"": 1, ""sections"": [{""heading"": ""Publisher overview"", ""items"": [""Publisher type: internal biddable seat (internal_biddable)."", ""Digital channels enabled: Programmatic OOH (DOOH)."", ""Internal biddable seat - Assembled activates this in-house through a self-serve/DSP or auction-based platform rather than an insertion order.""]}, {""heading"": ""Programmatic OOH (DOOH)"", ""items"": [""Flexible, data-triggered DOOH across roadside, retail, transit and place-based screens (oOh!media, JCDecaux, QMS inventory) bought via a DSP/SSP; enables dayparting, triggers and dynamic creative that classic OOH lacks."", ""Plan and value audiences against MOVE 2.0 (Visibility Adjusted Contacts), build creative to each screen's native resolution/aspect ratio as glance media, and use triggers (weather, location, live data) via DCO."", ""Buy on MOVE-derived impressions, not screen plays (apply the impression multiplier); target attention/dwell (>~2.5s) and measure exposure/footfall and brand lift, not clicks.""]}, {""heading"": ""Publisher-specific notes"", ""items"": [""Perion is an ad-tech/DSP technology vendor (including DOOH capability), not a media owner; it is a buying/optimisation layer across programmatic supply."", ""For its DOOH activation, plan and value on MOVE 2.0 impressions and use triggers/dayparting for contextual delivery.""]}]}"
51,"{""version"": 1, ""sections"": [{""heading"": ""Publisher overview"", ""items"": [""Publisher type: direct publisher (direct)."", ""Digital channels enabled: Content Integration & Sponsorship."", ""Direct publisher - Assembled typically buys via insertion order, PMP or programmatic guaranteed deals negotiated with the publisher/sales house.""]}, {""heading"": ""Content Integration & Sponsorship"", ""items"": [""Embeds the brand naturally within trusted editorial, entertainment or talent-led content; a considered, longer-lead investment for credibility and engagement, not an always-on performance lever."", ""Select the partner/talent for editorial and audience alignment, co-develop creative in the publisher's voice with clear guardrails, and negotiate repurposing rights up front to extend value."", ""Bought on fixed-cost/bespoke packages with no standard in-flight KPI; measure on reach, engagement and brand lift, and ensure sponsored content is clearly disclosed to meet ACMA and AANA rules.""]}]}"
52,"{""version"": 1, ""sections"": [{""heading"": ""Publisher overview"", ""items"": [""Publisher type: direct publisher (direct)."", ""Digital channels enabled: Digital Display, Programmatic Display."", ""Direct publisher - Assembled typically buys via insertion order, PMP or programmatic guaranteed deals negotiated with the publisher/sales house.""]}, {""heading"": ""Digital Display"", ""items"": [""Cost-efficient reach, always-on presence and retargeting; strong for warm site/CRM audiences but a low-CTR, largely view-through channel for prospecting."", ""Traffic the full IAB suite (300x250, 728x90, 300x600, 320x50, 320x100) with responsive HTML5 plus static fallbacks; split prospecting and retargeting into separate line items with their own creative, caps and measurement."", ""Lean on contextual, first-party and PMP audiences as third-party cookies deprecate, target viewability above 70% verified independently (DV/IAS), and cap frequency (~3/day) to control cost.""]}, {""heading"": ""Programmatic Display"", ""items"": [""Scaled, automated, data-driven display bought from one DSP across many publishers, with the key advantage of cross-publisher frequency deduplication and centralised optimisation."", ""Split prospecting and retargeting into separate line items, weight the PMP-vs-open-exchange mix to brand-safety needs, and apply supply-path optimisation to cut hidden reseller fees."", ""Use pre-bid viewability and brand-safety segments, target viewability above 70% verified by DV/IAS (not DSP-reported), and validate incrementality rather than crediting every view-through.""]}, {""heading"": ""Publisher-specific notes"", ""items"": [""GumGum is a contextual advertising and attention technology vendor, not a media owner; it targets by real-time page content rather than cookies."", ""Use its contextual display and video for cookieless, brand-safe placement aligned to relevant content - strong as third-party cookies deprecate."", ""Apply independent verification and standard viewability/frequency controls.""]}]}"
53,"{""version"": 1, ""sections"": [{""heading"": ""Publisher overview"", ""items"": [""Publisher type: direct publisher (direct)."", ""Digital channels enabled: Influencers."", ""Direct publisher - Assembled typically buys via insertion order, PMP or programmatic guaranteed deals negotiated with the publisher/sales house.""]}, {""heading"": ""Influencers"", ""items"": [""AU is a premium influencer market - creator rates typically run ~10-20% above equivalent US rates, so brief and budget accordingly and confirm deliverables and usage terms up front."", ""Brief on engagement rate by tier (a healthy guide is ~3-7%), mandate clear #ad/disclosure to meet ACMA and AANA rules, and secure whitelisting/creator licensing rights where the content will be used for paid amplification.""]}]}"
54,"{""version"": 1, ""sections"": [{""heading"": ""Publisher overview"", ""items"": [""Publisher type: direct publisher (direct)."", ""Digital channels enabled: Digital Display, Digital Audio."", ""Offline channels enabled (planned outside this digital best-practice, listed for reference): Radio."", ""Direct publisher - Assembled typically buys via insertion order, PMP or programmatic guaranteed deals negotiated with the publisher/sales house.""]}, {""heading"": ""Digital Display"", ""items"": [""Cost-efficient reach, always-on presence and retargeting; strong for warm site/CRM audiences but a low-CTR, largely view-through channel for prospecting."", ""Traffic the full IAB suite (300x250, 728x90, 300x600, 320x50, 320x100) with responsive HTML5 plus static fallbacks; split prospecting and retargeting into separate line items with their own creative, caps and measurement."", ""Lean on contextual, first-party and PMP audiences as third-party cookies deprecate, target viewability above 70% verified independently (DV/IAS), and cap frequency (~3/day) to control cost.""]}, {""heading"": ""Digital Audio"", ""items"": [""Upper-funnel reach and frequency channel for screen-free moments across streaming music, radio streaming and podcasts; not a direct-response workhorse on its own."", ""Write audio-first 15s/30s spots with an early brand mention and single spoken CTA, always attach a clickable companion banner, and use a consistent sonic/audio logo for recall."", ""Note billing differs by partner (Spotify bills CPCL/completed listens vs CPM elsewhere) so normalise before comparing; cap frequency across the buy and triangulate measurement with pixels, promo codes and lift studies.""]}, {""heading"": ""Publisher-specific notes"", ""items"": [""ARN (Australian Radio Network - KIIS, Gold, iHeartRadio) is a major metro audio network; its digital audio streams and podcasts sell through iHeartRadio with first-party listener data."", ""Strong metro music-radio reach with a broad audience; use iHeart audience segments for targeted digital audio rather than broad simulcast."", ""Pair spots with companion banners and a clear verbal CTA; frequency-manage across audio partners.""]}]}"
55,"{""version"": 1, ""sections"": [{""heading"": ""Publisher overview"", ""items"": [""Publisher type: direct publisher (direct)."", ""Digital channels enabled: Digital Display, Digital Audio, Digital Video, BVOD (Broadcaster Video On Demand)."", ""Offline channels enabled (planned outside this digital best-practice, listed for reference): Television, Radio, Newspaper, Magazines, Out-of-Home (OOH)."", ""Direct publisher - Assembled typically buys via insertion order, PMP or programmatic guaranteed deals negotiated with the publisher/sales house.""]}, {""heading"": ""Digital Display"", ""items"": [""Cost-efficient reach, always-on presence and retargeting; strong for warm site/CRM audiences but a low-CTR, largely view-through channel for prospecting."", ""Traffic the full IAB suite (300x250, 728x90, 300x600, 320x50, 320x100) with responsive HTML5 plus static fallbacks; split prospecting and retargeting into separate line items with their own creative, caps and measurement."", ""Lean on contextual, first-party and PMP audiences as third-party cookies deprecate, target viewability above 70% verified independently (DV/IAS), and cap frequency (~3/day) to control cost.""]}, {""heading"": ""Digital Audio"", ""items"": [""Upper-funnel reach and frequency channel for screen-free moments across streaming music, radio streaming and podcasts; not a direct-response workhorse on its own."", ""Write audio-first 15s/30s spots with an early brand mention and single spoken CTA, always attach a clickable companion banner, and use a consistent sonic/audio logo for recall."", ""Note billing differs by partner (Spotify bills CPCL/completed listens vs CPM elsewhere) so normalise before comparing; cap frequency across the buy and triangulate measurement with pixels, promo codes and lift studies.""]}, {""heading"": ""Digital Video"", ""items"": [""Sight-sound-motion storytelling for awareness and consideration, and a way to extend TV/BVOD reach into lighter and younger, digital-first viewers."", ""Choose format by goal (6s bumpers for reach, skippable in-stream for consideration, 15s non-skippable for a guaranteed message), front-load branding in the first 5 seconds, and supply vertical/square cuts - not just a 16:9 master."", ""Buy skippable on CPV and bumpers/non-skippable on CPM; judge on viewable completion rate (VTR/VCR) verified by DV/IAS, not out-of-view or muted auto-play completions.""]}, {""heading"": ""BVOD (Broadcaster Video On Demand)"", ""items"": [""Premium, brand-safe, full-screen non-skippable TV-quality reach in a lean-back environment (AU players: 7plus, 9Now, 10 Play, SBS On Demand); an upper-funnel channel, not click-driven."", ""Use broadcaster first-party login data for demo/geo/genre targeting, supply broadcast-grade 15s/30s masters, and prioritise big-screen/CTV delivery where co-viewing and impact are highest."", ""Traded on CPCV (guaranteed completed views); the biggest risk is over-delivery, so enforce cross-device, cross-broadcaster frequency capping at plan level rather than trusting each publisher's siloed cap.""]}]}"
57,"{""version"": 1, ""sections"": [{""heading"": ""Publisher overview"", ""items"": [""Publisher type: direct publisher (direct)."", ""No digital channels enabled for this record."", ""Offline channels enabled (planned outside this digital best-practice, listed for reference): Out-of-Home (OOH)."", ""Direct publisher - Assembled typically buys via insertion order, PMP or programmatic guaranteed deals negotiated with the publisher/sales house.""]}, {""heading"": ""Publisher-specific notes"", ""items"": [""Jolt is an EV-charging-network DOOH operator - digital screens sited on free EV charging stations in urban/residential and retail locations."", ""Its strength is dwell time and an affluent, sustainability-minded audience at street level; plan and value on MOVE 2.0 impressions."", ""Build glance-media creative to native screen specs; supports programmatic DOOH with dayparting and triggers.""]}]}"
